ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,FLRPRS12,SEX,QRACEAI,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,CUBAN3,ABORTION,BEATOBAMAFL,BREAK12PRI,BRNAGAIN,GINGCONSRV,ROMNCONSRV,ISSREP12SC,MARRIED,QLTREP12,RELIGN10,SATGING,SATROMN,SATSANT,TEAPARTY,TIMESC12,UNDERREP12,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BREAKFACT,BREAKIMP,REL5,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIMTH,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,XQLTREP12,CANDSOK,FORECLOSE12,GINGPERSON,GETAHEAD,IMMPRIME,RECDEBATES12R,ROMNPERSON,UNFAIRREP12FL,QRACE3,RACE,RECDEBFACT,RECDEBIMP,SPANISHQ,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
107024.0,Florida,21.0,Call 1,Complete,Election day exit poll,1.19746613502502,Newt Gingrich,Female,Hispanic/Latino,65 or over,65 or over,Very conservative,Republican,,,"Yes, Cuban",Omit,,,No,Not conservative enough,Omit,The economy,,Is a true conservative,Catholic,,,,Omit,,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,,,,,,Omit,,,Catholic,Omit,,,,,All others,No,All others,Is a true conservative,I'm satisfied with the Republican candidates,,,Getting ahead financially,,,,,Other,Hispanic/Latino,,,Spanish,State questionnaire,Suburbs,Suburbs,5.0,South,Version 2,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale,33165.0
107025.0,Florida,27.0,Call 1,Complete,Election day exit poll,0.546221494674683,Newt Gingrich,Female,Hispanic/Latino,45-49,45-49,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,"Yes, Cuban",Legal in all cases,,,Yes,About right,Not conservative enough,The economy,,Has the right experience,Other christian,,,,Strongly support,,,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,Legal,,,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,,,No,All others,No,All others,Has the right experience,I'd like to see someone else run for the nomination,,,Holding steady financially,,,,,Other,Hispanic/Latino,,,English,State questionnaire,Suburbs,Suburbs,5.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,33186.0
107026.0,Florida,72.0,Call 1,Not complete,Election day exit poll,0.947988271713257,Mitt Romney,Female,White,40-44,40-44,,,,College graduate,No,,,A minor factor,,,,,,,,,,,,Before that,,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,,,,,,,,College graduate,More than High school graduate,,A factor,Not important,,,,Earlier than that,Earlier than that,,,,,,,,,,,,,,White,White,,,English,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale,32828.0
107027.0,Florida,87.0,Call 1,Complete,Election day exit poll,1.01857900619507,Mitt Romney,Female,White,30-39,30-39,Moderate,Republican,"$50,000-$99,999",Some college/assoc. degree,No,,Romney,,No,,,,Yes,Can defeat Barack Obama,,Satisfied,Satisfied,Satisfied,Neutral,,Romney,Married women,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,,,Neutral,Neither,,,No,All others,,,Can defeat Barack Obama,,A major problem,,,,The most important factor,,,White,White,A factor,Important,English,State questionnaire,Suburbs,Suburbs,3.0,South,Version 3,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Downscale,33760.0
107028.0,Florida,8.0,Call 1,Complete,Election day exit poll,0.54129296541214,Mitt Romney,Male,White,45-49,45-49,Somewhat conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,No,,Romney,,No,,,,Yes,Has the right experience,,Dissatisfied,Satisfied,Satisfied,Somewhat support,,Romney,Married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,,,Support,Tea Party supporter and not born-again,,,No,All others,,,Has the right experience,,A major problem,,,,One of several important factors,,,White,White,A factor,Important,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,South,Version 3,Suburb,Urban,Urban Core,Upscale,32907.0
107029.0,Florida,101.0,Call 1,Complete,Election day exit poll,0.694445848464966,Mitt Romney,Female,White,65 or over,65 or over,Somewhat conservative,Republican,"$30,000-$49,999",Postgraduate study,No,Illegal in all cases,,,Yes,About right,Not conservative enough,The economy,,Can defeat Barack Obama,Catholic,,,,Strongly support,,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,,,Catholic,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,No,All others,Can defeat Barack Obama,I'd like to see someone else run for the nomination,,,Falling behind financially,,,,,White,White,,,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 2,Suburb,Urban,Urban Core,Downscale,34984.0
107030.0,Florida,110.0,Call 1,Complete,Election day exit poll,1.02021968364716,Newt Gingrich,Female,White,65 or over,65 or over,Very conservative,Republican,,High school or less,No,Illegal in all cases,,,Yes,About right,Not conservative enough,Federal budget deficit,,Has the right experience,Protestant,,,,Somewhat support,,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,,,,No college degree,High school graduate or less,Illegal,,,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,,,,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Has the right experience,I'm satisfied with the Republican candidates,,,Falling behind financially,,,,,White,White,,,English,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Low Density Rural,,High-Growth Suburban Perimeter,Upscale,32128.0
107031.0,Florida,113.0,Call 1,Complete,Election day exit poll,0.570222437381744,Rick Santorum,Female,White,60-64,60-64,Very conservative,Republican,"$50,000-$99,999",Some college/assoc. degree,No,,Romney,,Yes,,,,Yes,Is a true conservative,,Dissatisfied,Satisfied,Satisfied,Somewhat support,,Santorum,Married women,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,,,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,,,Is a true conservative,,A major problem,,,,A minor factor,,,White,White,A factor,Not important,English,State questionnaire,Suburbs,Suburbs,2.0,South,Version 3,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,32168.0
107032.0,Florida,16.0,Call 1,Complete,Election day exit poll,0.541210651397705,Mitt Romney,Male,White,50-59,50-59,Somewhat conservative,Republican,"$200,000 or more",Some college/assoc. degree,No,,,Not a factor at all,No,,,The economy,,,,,,,Somewhat support,Earlier this month,,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,Not a factor,Not important,,Support,Tea Party supporter and not born-again,Earlier than that,In the last month,No,All others,,,,,,Generally unfavorable,,Deported to the country they came from,,Generally favorable,Gingrich,White,White,,,English,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,South,Version 1,High Density Urban,Rural,Rural,Very upscale,34103.0
107033.0,Florida,27.0,Call 1,Complete,Election day exit poll,0.696018159389496,Mitt Romney,Male,Hispanic/Latino,30-39,30-39,Somewhat conservative,Republican,"$100,000-$199,999",Postgraduate study,"Yes, Cuban",Illegal in most cases,,,No,About right,About right,The economy,,Can defeat Barack Obama,Catholic,,,,Somewhat oppose,,,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,,,Catholic,Oppose,Neither,,,No,All others,No,All others,Can defeat Barack Obama,I'd like to see someone else run for the nomination,,,Getting ahead financially,,,,,Other,Hispanic/Latino,,,English,State questionnaire,Suburbs,Suburbs,5.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,33186.0
107034.0,Florida,8.0,Call 1,Complete,Election day exit poll,0.525781691074371,Rick Santorum,Male,White,45-49,45-49,Very conservative,Something else,"$50,000-$99,999",Some college/assoc. degree,No,,Santorum,,No,,,,No,Can defeat Barack Obama,,Satisfied,Dissatisfied,Satisfied,Strongly support,,Santorum,Non married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,,,Support,Tea Party supporter and not born-again,,,No,All others,,,Can defeat Barack Obama,,A major problem,,,,The most important factor,,,White,White,A factor,Important,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,South,Version 3,Suburb,Urban,Urban Core,Upscale,32907.0
107035.0,Florida,8.0,Call 1,Complete,Election day exit poll,0.525781691074371,Rick Santorum,Male,White,45-49,45-49,Very conservative,Something else,"$50,000-$99,999",Some college/assoc. degree,No,,Santorum,,No,,,,No,Can defeat Barack Obama,,Satisfied,Dissatisfied,Satisfied,Strongly support,,Santorum,Non married men,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Independent/Something else,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,,,,Support,Tea Party supporter and not born-again,,,No,All others,,,Can defeat Barack Obama,,A major problem,,,,The most important factor,,,White,White,A factor,Important,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,South,Version 3,Suburb,Urban,Urban Core,Upscale,32907.0
107036.0,Florida,72.0,Call 1,Not complete,Election day exit poll,0.940557897090912,Mitt Romney,Male,Asian,45-49,45-49,,,,Postgraduate study,No,,,One of several important factors,,,,,,,,,,,,Before that,,,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,,,,,,,,College graduate,More than High school graduate,,A factor,Important,,,,Earlier than that,Earlier than that,,,,,,,,,,,,,,Other,Asian,,,English,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale,32828.0
107037.0,Florida,87.0,Call 1,Complete,Election day exit poll,1.01059532165527,Mitt Romney,Male,White,40-44,40-44,Very conservative,Republican,"$50,000-$99,999",College graduate,No,Illegal in most cases,,,No,Not conservative enough,About right,The economy,,Can defeat Barack Obama,Catholic,,,,Strongly support,,,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,,,Catholic,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,Can defeat Barack Obama,I'm satisfied with the Republican candidates,,,Holding steady financially,,,,,White,White,,,English,State questionnaire,Suburbs,Suburbs,3.0,South,Version 2,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Downscale,33760.0
107038.0,Florida,113.0,Call 1,Complete,Election day exit poll,0.523835420608521,Newt Gingrich,Female,White,65 or over,65 or over,Very conservative,Republican,"Under $30,000",High school or less,No,Illegal in most cases,,,Yes,About right,Not conservative enough,The economy,,Can defeat Barack Obama,Protestant,,,,Strongly support,,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,Illegal,,,Protestant/Other Non-Catholic Christian,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Can defeat Barack Obama,I'm satisfied with the Republican candidates,,,Falling behind financially,,,,,White,White,,,English,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,32168.0
107039.0,Florida,101.0,Call 1,Complete,Election day exit poll,0.820348560810089,Newt Gingrich,Male,White,65 or over,65 or over,Somewhat conservative,Democrat,"Under $30,000",Some college/assoc. degree,No,Illegal in all cases,,,Yes,About right,Not conservative enough,Illegal immigration,,Can defeat Barack Obama,Catholic,,,,Strongly support,,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Democrat,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,,,Catholic,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,No,All others,Can defeat Barack Obama,I'm satisfied with the Republican candidates,,,Falling behind financially,,,,,White,White,,,English,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 2,Suburb,Urban,Urban Core,Downscale,34984.0
107040.0,Florida,16.0,Call 1,Complete,Election day exit poll,0.523122608661652,Mitt Romney,Male,White,65 or over,65 or over,Somewhat conservative,Republican,,Postgraduate study,No,,,Not a factor at all,No,,,The economy,,,,,,,Somewhat support,Before that,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,,,,College graduate,More than High school graduate,,Not a factor,Not important,,Support,Tea Party supporter and not born-again,Earlier than that,Earlier than that,,All others,,,,,,Generally unfavorable,,Allowed to stay as temporary workers,,Generally favorable,Gingrich,White,White,,,English,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,South,Version 1,High Density Urban,Rural,Rural,Very upscale,34103.0
107041.0,Florida,110.0,Call 1,Complete,Election day exit poll,1.13436448574066,Mitt Romney,Male,White,65 or over,65 or over,Somewhat liberal,Republican,"$50,000-$99,999",College graduate,No,Legal in most cases,,,No,About right,Too conservative,Illegal immigration,,Can defeat Barack Obama,Protestant,,,,Strongly support,,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Legal,,,Protestant/Other Non-Catholic Christian,Support,Tea Party supporter and not born-again,,,No,All others,No,White Protestant non-evangelical,Can defeat Barack Obama,I'd like to see someone else run for the nomination,,,Falling behind financially,,,,,White,White,,,English,State questionnaire,Suburbs,Suburbs,2.0,South,Version 2,Low Density Rural,,High-Growth Suburban Perimeter,Upscale,32128.0
107042.0,Florida,27.0,Call 1,Complete,Election day exit poll,0.618138313293457,Mitt Romney,Male,,65 or over,65 or over,Somewhat conservative,Republican,"$50,000-$99,999",Postgraduate study,"Yes, other Hispanic",,,One of several important factors,No,,,The economy,,,,,,,Neutral,In the last few days,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,,A factor,Important,,Neutral,Neither,Last few days,In the last month,No,All others,,,,,,Generally unfavorable,,Deported to the country they came from,,Generally favorable,Paul,Other,Hispanic/Latino,,,English,State questionnaire,Suburbs,Suburbs,5.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,33186.0
107043.0,Florida,87.0,Call 1,Complete,Election day exit poll,0.976819753646851,Mitt Romney,Male,White,65 or over,65 or over,Moderate,Republican,"$30,000-$49,999",Some college/assoc. degree,No,,,One of several important factors,Yes,,,Federal budget deficit,,,,,,,Somewhat support,Earlier this month,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,A factor,Important,,Support,Both Tea Party supporter and born-again,Earlier than that,In the last month,Yes,White Born-again/Evangelical Christians,,,,,,Generally unfavorable,,Offered a chance to apply for citizenship,,Generally favorable,Gingrich,White,White,,,English,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Downscale,33760.0
107045.0,Florida,62.0,Call 1,Complete,Election day exit poll,0.701134979724884,Newt Gingrich,Female,White,60-64,60-64,Very conservative,Republican,"$100,000-$199,999",Some college/assoc. degree,No,,Gingrich,,Yes,,,,Yes,Can defeat Barack Obama,,Satisfied,Dissatisfied,Dissatisfied,Somewhat support,,Gingrich,Married women,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,No college degree,More than High school graduate,,,,,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,,A minor problem,,,,One of several important factors,,,White,White,A factor,Important,English,State questionnaire,Suburbs,Suburbs,4.0,South,Version 3,Suburb,80s Suburbs,Urban Perimeter,Very upscale,34243.0
