ID,WEIGHT,GOVVA21,LGOVVA21,AGVA21,ABORT2,ABORTION,AGE,AGE3,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BIDENPRES2,BIDENPRES4,BRNAGAIN,CALL,CDNUM,CHILD12,CONMONUMENTS,COUNT2,COUNTACC,DEMLIBERAL,EARLYVELECTION,EDUC18,EDUCATIONVA21,EDUCATIONVA21B,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVGOVVA21,FAVMCAULIFFE,FAVTRUMP,FAVYOUNGKIN,FORBIDENG,FORCANDGOV,GEOCODE,GUNOWNER12,HANDLECOVIDMCAULIFFE,HANDLECOVIDVA21,HANDLECOVIDYOUNGKIN,HANDLECRIMEMCAULIFFE,HANDLECRIMEVA21,HANDLECRIMEYOUNGKIN,HANDLEECONMCAULIFFE,HANDLEECONVA21,HANDLEECONYOUNGKIN,ISSUE21VA,LATINO,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,REPCONSERVATIVE,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,STANUM,STECVA,STECVA2,SUBURBWHITE,TELEPOLL,VAXMANDATEVA21,VAXSTATUS21,VERSION,VOTE2020,VOTEMETHOD,WHTEVANG
277301852.0,0.360339760780334,Terry McAuliffe,Hala Ayala,Mark Herring,Legal,Legal in all cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,No,,10.0,No,,Very confident or somewhat confident,Very confident,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Some,A lot or Some,College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,For your candidate,1.0,,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,,No,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,White,South,,Male,White men,Suburbs,Suburbs, Virginia,Excellent,Excellent or Good,White suburban men,Telephone survey,Favor,,Version 2,,Early in-person,All others
277301853.0,0.360339760780334,Terry McAuliffe,Hala Ayala,Mark Herring,Legal,Legal in most cases,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,All others,All others,Complete,,,No,,10.0,No,,Very confident or somewhat confident,Very confident,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Some,A lot or Some,College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,For your candidate,1.0,,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,,No,Women without children,Independent/Something else,Non-black non-Democrat,All Other,Independent women,Independent,All others,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Other,Other,State questionnaire,Other,Non-white,Other,South,,Female,All other races,Suburbs,Suburbs, Virginia,Excellent,Excellent or Good,Other,Telephone survey,Favor,,Version 2,,Early in-person,All others
277301854.0,0.383587509393692,Terry McAuliffe,Hala Ayala,Mark Herring,Legal,Legal in most cases,45-65,60+,60-64,45+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,,,No,,10.0,No,,Very confident or somewhat confident,Very confident,,Absentee or early in-person,Bachelor's degree (BA or BS),Some,A lot or Some,College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,Against his opponent,1.0,,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,,No,Women without children,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Black,Non-white,Black,South,,Female,Black women,Suburbs,Suburbs, Virginia,Excellent,Excellent or Good,Other,Telephone survey,Favor,,Version 2,,Early in-person,All others
277301855.0,0.433723002672195,Glenn Youngkin,Winsome Sears,Mark Herring,Legal,Legal in most cases,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,,,No,,1.0,Yes,,Very confident or somewhat confident,Very confident,,Absentee or early in-person,Bachelor's degree (BA or BS),Some,A lot or Some,College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,For your candidate,1.0,,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,,Yes,Men with children,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,South,,Male,Latino men,Suburbs,Suburbs, Virginia,Good,Excellent or Good,Other,Telephone survey,Favor,,Version 2,,Early in-person,All others
277301856.0,0.360339760780334,Terry McAuliffe,Hala Ayala,Mark Herring,Legal,Legal in all cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,No,,8.0,No,,Very confident or somewhat confident,Very confident,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Some,A lot or Some,College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,Against his opponent,1.0,,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Both of them,Only Glenn Youngkin or Both,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,,No,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,South,,Female,White women,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Good,Excellent or Good,Other,Telephone survey,Favor,,Version 2,,Early in-person,All others
277301857.0,0.748528182506561,Glenn Youngkin,Winsome Sears,Jason Miyares,Illegal,Illegal in most cases,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,No,,8.0,No,,Not very confident or not at all confident,Not very confident,,Absentee or early in-person,Bachelor's degree (BA or BS),A lot,A lot or Some,College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,Against his opponent,1.0,,Only Glenn Youngkin or Neither,Only Glenn Youngkin,Only Glenn Youngkin or Both,Only Glenn Youngkin or Neither,Only Glenn Youngkin,Only Glenn Youngkin or Both,Only Glenn Youngkin or Neither,Only Glenn Youngkin,Only Glenn Youngkin or Both,,No,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,White,South,,Female,White women,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Poor,Not so good or Poor,Other,Telephone survey,Opoose,,Version 2,,Early in-person,All others
277301858.0,0.383587509393692,Terry McAuliffe,Hala Ayala,Mark Herring,Legal,Legal in all cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,No,,8.0,No,,Very confident or somewhat confident,Very confident,,Absentee or early in-person,Bachelor's degree (BA or BS),Not much,Not much or Not at all,College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,Against his opponent,1.0,,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,,No,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,South,,Female,White women,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Good,Excellent or Good,Other,Telephone survey,Favor,,Version 2,,Early in-person,All others
277301859.0,0.383587509393692,Terry McAuliffe,Hala Ayala,Mark Herring,Legal,Legal in all cases,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,,No,,8.0,No,,Very confident or somewhat confident,Very confident,,Absentee or early in-person,Bachelor's degree (BA or BS),Some,A lot or Some,College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,For your candidate,1.0,,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,,No,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Liberal,,Moderate/Liberal Republicans,Liberal Independents,White,White,State questionnaire,White,White,White,South,,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Excellent,Excellent or Good,Other,Telephone survey,Favor,,Version 2,,Early in-person,All others
277301860.0,0.360339760780334,Terry McAuliffe,Hala Ayala,Mark Herring,Legal,Legal in most cases,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,No,,8.0,No,,Very confident or somewhat confident,Very confident,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Some,A lot or Some,College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,For your candidate,1.0,,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Glenn Youngkin or Neither,Neither of them,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,,No,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,South,,Female,White women,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Excellent,Excellent or Good,Other,Telephone survey,Favor,,Version 2,,Early in-person,All others
277301861.0,0.360339760780334,Terry McAuliffe,Hala Ayala,Mark Herring,Legal,Legal in most cases,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,All others,All others,Complete,,,No,,8.0,No,,Very confident or somewhat confident,Very confident,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Some,A lot or Some,College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,For your candidate,1.0,,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Both of them,Only Glenn Youngkin or Both,Only Terry McAuliffe or Both,Both of them,Only Glenn Youngkin or Both,,No,Women without children,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Asian,State questionnaire,Asian,Non-white,Asian,South,,Female,All other races,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Good,Excellent or Good,Other,Telephone survey,Favor,,Version 2,,Early in-person,All others
277301862.0,0.453330606222153,Terry McAuliffe,Hala Ayala,Mark Herring,Legal,Legal in most cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,No,,8.0,No,,Very confident or somewhat confident,Somewhat confident,,Absentee or early in-person,Attended college but received no degree,A lot,A lot or Some,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,For your candidate,1.0,,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Glenn Youngkin or Neither,Neither of them,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,,No,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,South,,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Good,Excellent or Good,Other,Telephone survey,Favor,,Version 2,,Early in-person,All others
277301863.0,0.360339760780334,Terry McAuliffe,Hala Ayala,Mark Herring,Legal,Legal in all cases,65+,60+,65-74,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,,No,,8.0,No,,Very confident or somewhat confident,Very confident,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Some,A lot or Some,College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,Against his opponent,1.0,,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,,No,Men without children,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,All others,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Black,Black,State questionnaire,Black,Non-white,Black,South,,Male,Black men,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Good,Excellent or Good,Other,Telephone survey,Favor,,Version 2,,Early in-person,All others
277301864.0,0.360339760780334,Terry McAuliffe,Hala Ayala,Mark Herring,Legal,Legal in all cases,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,,No,,8.0,No,,Very confident or somewhat confident,Very confident,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Not at all,Not much or Not at all,College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,For your candidate,1.0,,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,,No,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,South,,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Good,Excellent or Good,Other,Telephone survey,Favor,,Version 2,,Early in-person,All others
277301865.0,0.383587509393692,Terry McAuliffe,Hala Ayala,Mark Herring,Legal,Legal in all cases,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,,No,,8.0,Yes,,Very confident or somewhat confident,Very confident,,Absentee or early in-person,Bachelor's degree (BA or BS),Not much,Not much or Not at all,College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,Against his opponent,1.0,,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Glenn Youngkin or Neither,Neither of them,Only Terry McAuliffe or Neither,Only Glenn Youngkin or Neither,Neither of them,Only Terry McAuliffe or Neither,,No,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,South,,Male,White men,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Good,Excellent or Good,Other,Telephone survey,Favor,,Version 2,,Early in-person,All others
277301866.0,0.383587509393692,Terry McAuliffe,Hala Ayala,Mark Herring,Legal,Legal in most cases,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,No,,8.0,No,,Very confident or somewhat confident,Very confident,,Absentee or early in-person,Bachelor's degree (BA or BS),Some,A lot or Some,College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,For your candidate,1.0,,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,,No,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,White,South,,Female,White women,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Good,Excellent or Good,Other,Telephone survey,Favor,,Version 2,,Early in-person,All others
277301867.0,0.360339760780334,Terry McAuliffe,Hala Ayala,Mark Herring,Legal,Legal in all cases,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,,No,,8.0,Yes,,Very confident or somewhat confident,Very confident,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Some,A lot or Some,College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,For your candidate,1.0,,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,,No,Women with children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,South,,Female,White women,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Good,Excellent or Good,Other,Telephone survey,Favor,,Version 2,,Early in-person,All others
